c;cf;cf;dw;rw;rw;dw;rw;rw;rw;rw;mapTp(dDoor1_left, Mines2,13,22);mapTp(dDoor1_right,Mines2,13,22);rw;rw;rw;rw;dw;rw;rw;rw;rw;cc;rw
rw;cf;cf;dw;cf;cf;dw;df;df;dw;df;df;df;df;dw;df;df;dw;cf;cf;dw;cf;cf;cc
rw;cf;cf;dw;cf;cf;dw;df;df;dw;df;df;df;df;dw;df;df;dw;cf;cf;dw;cf;cf;rw
rw;cf;cf;dw;cf;cf;dw;df;df;dw;df;df;df;df;dw;df;df;dw;cf;cf;dw;cf;rw;rw
rw;cf;cf;dw;cf;cf;df;df;df;dw;dw;df;df;dw;dw;df;df;df;cf;cf;dw;cf;rw;rw
rw;rw;cf;dw;cf;cf;df;df;df;df;df;df;df;df;df;df;df;df;cf;cf;dw;cf;cf;rw
rw;rw;cf;dw;cf;cf;dw;df;df;df;df;df;df;df;df;df;df;dw;cf;cf;dw;cf;cf;rw
rw;rw;cf;dw;cf;cf;dw;df;df;df;df;df;df;df;df;df;df;dw;cf;cf;dw;cf;cf;rw
rw;cf;cf;dw;cf;cf;dw;df;df;df;df;df;df;df;df;df;df;dw;cf;cf;dw;cf;cf;rw
rw;cf;cf;dw;cf;cf;dw;dw;dw;dw;dw;dw;dw;dw;dw;dw;dw;dw;cf;cf;dw;cf;cf;rw
rw;cf;cf;dw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;dw;cf;cf;rw
rw;cf;dw;dw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;dw;dw;cf;rw
rw;cf;dw;df;dw;dw;dw;dw;dw;dw;dw;cf;dw;dw;dw;dw;dw;dw;dw;dw;df;dw;cf;rw
rw;cf;dw;dw;dw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;dw;dw;dw;cf;cf
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw;cf;cf;cf;cf;cf;cf;cf;cf;rw
rw;cf;cf;cf;cf;cf;cf;cf;rw;cf;cf;cf;cf;cf;rw;rw;cf;cf;cf;cf;cf;cf;cf;rw
rw;cf;cf;cf;cf;cf;cf;rw;rw;cf;cf;cf;cf;cf;cf;rw;rw;cf;cf;cf;cf;cf;cf;rw
rw;cf;cf;cf;cf;cf;rw;rw;cf;cf;cf;cf;rw;cf;cf;cf;rw;rw;cf;cf;cf;cf;cf;rw
rw;cf;cf;cf;cf;rw;rw;cf;cf;cf;cf;rw;rw;cf;cf;cf;cf;rw;rw;cf;cf;cf;cf;rw
rw;cf;cf;cf;rw;rw;cf;cf;rw;cf;rw;rw;cf;cf;cf;rw;cf;cf;rw;rw;cf;cf;cf;rw
rw;cf;cf;cf;rw;cf;cf;rw;rw;cf;rw;cf;cf;cf;rw;rw;cf;cf;cf;rw;cf;cf;cf;rw
rw;rw;rw;rw;rw;cc;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;cc;rw;rw;rw;rw;rw
